-533.608337 -285.282654
-524.923279 -278.795746
-516.517029 -272.486633
-508.376740 -266.347107
-500.489990 -260.369202
-492.845490 -254.545670
-485.432373 -248.869598
-478.240509 -243.334366
-471.260162 -237.934021
-464.482452 -232.662598
-457.898834 -227.514725
-451.501129 -222.485214
-445.281769 -217.569138
-439.233582 -212.761932
-433.349487 -208.059158
-427.623230 -203.456680
-422.048492 -198.950531
-416.619507 -194.537033
-411.330780 -190.212601
-406.176941 -185.973892
-401.152954 -181.817642
-396.254089 -177.740799
-391.475708 -173.740524
-386.813690 -169.813980
-382.263672 -165.958618
-377.821747 -162.171814
-373.484375 -158.451263
-369.247711 -154.794571
-365.108521 -151.199661
-361.063324 -147.664337
-357.109222 -144.186737
-353.243011 -140.764801
-349.461884 -137.396835
-345.763275 -134.080978
-342.144196 -130.815567
-338.602539 -127.599068
-335.135529 -124.429886
-331.741058 -121.306580
-328.416779 -118.227676
-325.160675 -115.191910
-321.970673 -112.197838
-318.844696 -109.244324
-315.780945 -106.330086
-312.777618 -103.454025
-309.832825 -100.614998
-306.945099 -97.811951
-304.112640 -95.043839
-301.333893 -92.309616
-298.607574 -89.608452
-295.931946 -86.939316
-293.305695 -84.301315
-290.727661 -81.693687
-288.196259 -79.115601
-285.710480 -76.566185
-283.268982 -74.044655
-280.870667 -71.550362
-278.514374 -69.082581
-276.198975 -66.640549
-273.923431 -64.223610
-271.686829 -61.831207
-269.488037 -59.462681
-267.326355 -57.117371
-265.200592 -54.794727
-263.109863 -52.494202
-261.053589 -50.215244
-259.030701 -47.957302
-257.040405 -45.719933
-255.082016 -43.502594
-253.154770 -41.304783
-251.257813 -39.126064
-249.390579 -36.965996
-247.552353 -34.824196
-245.742432 -32.700108
-243.960098 -30.593407
-242.204880 -28.503704
-240.476166 -26.430618
-238.773163 -24.373707
-237.095459 -22.332695
-235.442490 -20.307142
-233.813736 -18.296829
-232.208649 -16.301317
-230.626663 -14.320273
-229.067383 -12.353479
-227.530121 -10.400604
-226.014679 -8.461264
-224.520508 -6.535292
